u_id_c,i_id_c,c_time_i,click,favorite,buy
232379,209571,908,1.6300688982009888,0.903325855731964,-0.2613029181957245
232379,246972,908,-5.122836589813232,-6.276442050933838,-0.1877384781837463
232379,250330,908,-26.756580352783203,-5.943684101104736,-0.5934280753135681
232379,54323,908,-3.2135889530181885,-4.611512184143066,-1.1101630926132202
232379,7034,908,-10.83193016052246,-4.204647064208984,0.0937757492065429
232379,79681,908,-19.38368034362793,-5.77448320388794,-2.63297700881958
232379,255208,908,-3.4350476264953613,-4.086849689483643,-1.3512219190597534
232379,135489,908,-23.623607635498047,-4.690610408782959,-1.223271727561951
232379,27884,908,-30.835697174072266,-6.951939105987549,-1.77929949760437
232379,171083,908,-2.2966597080230717,0.0468504130840301,-3.6458334922790527
232379,13374,908,-7.462587356567383,-0.1606200933456421,-1.4794822931289673
232379,28132,908,-1.9667134284973145,0.4374803304672241,0.3585735261440277
232379,258653,908,-17.891027450561523,-7.037988185882568,-1.7877455949783323
232379,87292,908,-15.649177551269531,-5.480737686157227,-1.679729461669922
232379,95519,908,-24.09376716613769,-5.202682495117188,-3.529993295669556
232379,184066,908,-17.092357635498047,-8.342924118041992,-3.674972057342529
232379,130503,908,-19.92434310913086,-5.855071067810059,-1.7368624210357666
232379,113562,908,-11.837175369262695,-5.030255317687988,-1.279458999633789
232379,158570,908,-4.577938556671143,0.9006664156913757,-3.2731308937072754
232379,140469,908,1.4737763404846191,0.4727080762386322,-2.6602399349212646
232379,46982,908,-9.024803161621094,-0.1189714074134826,-2.396951675415039
232379,66343,908,-29.196298599243164,-7.638011455535889,-1.2838053703308103
232379,241277,908,-8.578150749206543,-5.336783409118652,-1.185098648071289
232379,59821,908,-15.615015983581545,-5.498190879821777,-1.354802131652832
232379,202183,908,-17.741743087768555,-6.321156978607178,-2.325803279876709
232379,138238,908,-4.045882225036621,-5.261868476867676,-3.608335494995117
232379,73954,908,-17.87632179260254,-5.683004379272461,-2.8088297843933105
232379,184517,908,-19.873825073242188,-2.0124683380126958,-2.3946356773376465
232379,107772,908,-17.74014663696289,-4.426853656768799,-1.0357332229614258
232379,127875,908,-7.376801490783691,-5.781854152679443,-2.658785104751587
232379,140214,908,-25.53632164001465,-4.700994491577148,-1.5535649061203003
232379,234184,908,-7.147249698638916,-5.026435375213623,-3.674769639968872
232379,150784,908,-17.31676483154297,-7.390021800994873,-1.748993754386902
41444,199007,914,11.463699340820312,1.420372724533081,1.5615177154541016
41444,86619,914,-9.23224639892578,0.4721551537513733,-0.4906595051288605
41444,208662,914,6.492029190063477,1.2449562549591064,-0.4906424880027771
41444,129864,914,1.7153428792953491,-7.368063926696777,-2.0489096641540527
41444,172937,914,-7.4803466796875,-9.233306884765623,-2.3882906436920166
41444,101067,914,-16.425737380981445,-3.2276432514190674,-1.0169939994812012
41444,19765,914,-10.19703197479248,-8.766148567199707,-2.0159361362457275
41444,26376,914,-12.041667938232422,-9.55664348602295,-2.8803751468658447
41444,174462,914,0.0568013191223144,-7.01793384552002,-0.3903511762619018
41444,128764,914,-12.064285278320312,-10.589849472045898,-3.482745885848999
41444,187338,914,-2.011038064956665,-2.7981903553009038,1.196644306182861
41444,210370,908,10.110629081726074,-1.2690380811691284,-2.864375591278076
41444,223955,908,-6.995222091674805,-9.743490219116213,-2.571057081222534
41444,262428,908,4.95306396484375,-9.695703506469728,-2.0322909355163574
41444,215981,908,-21.865352630615234,-10.38960075378418,-1.001429319381714
