u_id_c,i_id_c,c_time_i,click,favorite,buy
216743,70771,918,-2.209805011749268,-7.477575302124023,-5.249734401702881
216743,132404,918,-15.834781646728516,-10.257437705993652,-5.906996250152588
216743,238576,918,-15.021291732788086,-9.57749366760254,-5.492236137390137
216743,46157,918,-2.605611801147461,0.5464873313903809,-4.219943046569824
216743,106011,918,2.372251033782959,2.20136833190918,-6.187213897705078
216743,221448,918,-1.8976895809173584,-0.3015819191932678,-6.281842708587647
216743,113489,918,-13.235469818115234,-9.112942695617676,-7.244601726531982
216743,143193,918,-1.7304130792617798,-12.33315086364746,-5.95228910446167
216743,8202,918,-1.27443528175354,-4.996212005615234,-6.409016609191895
216743,221476,918,-11.204936981201172,-8.944257736206055,1.1818478107452393
216743,186876,918,1.5617117881774902,0.5320965051651001,1.7364040613174438
184307,256085,916,28.082263946533203,1.9544962644577024,2.250152349472046
184307,85064,916,-4.751837253570557,-0.8178342580795288,0.4339943528175354
184307,4223,916,-3.2684555053710938,-4.807311534881592,-3.929335355758667
184307,259597,916,-6.010734558105469,0.6014481782913208,-2.06538987159729
184307,58729,916,-6.57224178314209,-9.984216690063477,-3.0313994884490967
184307,90334,916,-6.745092868804932,-8.945119857788086,-3.620518445968628
184307,232739,916,-16.51220703125,-12.744843482971191,-5.123467445373535
184307,181094,916,-13.13044548034668,-1.7256959676742554,-4.91921854019165
184307,180505,916,-1.9511798620224,-0.603804349899292,1.9921083450317385
184307,33709,916,-17.919828414916992,-11.639370918273926,-2.5424818992614746
184307,227378,916,-17.638641357421875,-8.538082122802734,-2.72457218170166
216743,118948,920,-4.253409385681152,-1.8905709981918333,-5.643101692199707
216743,77769,920,-17.3006649017334,-5.183918952941895,-4.076336860656738
216743,53610,920,-8.545454025268555,-8.420793533325195,-3.390470027923584
216743,242680,920,-1.6744260787963867,-4.573050498962402,-5.089168071746826
216743,253176,920,0.1485960483551025,1.1752543449401855,-6.097764492034912
216743,66098,920,4.100740432739258,-4.9928131103515625,-5.651081562042236
216743,130773,920,-8.72564697265625,-9.195764541625977,-5.789318561553955
216743,131318,920,-6.287092208862305,-2.1438775062561035,-5.674911022186279
216743,8842,920,-4.836341857910156,-8.01980972290039,-4.199988842010498
216743,158789,920,-12.558792114257812,-7.319474697113037,-6.386969089508057
216743,135496,920,-14.249431610107422,-7.584651470184326,-5.089529991149902
124992,95750,920,1.947859525680542,1.0986329317092896,0.1070727407932281
124992,204332,920,0.6107749938964844,-11.095251083374023,-8.235973358154297
124992,132560,920,-5.206499099731445,-6.656236171722412,-6.452371597290039
124992,223562,920,-0.4126348495483398,-7.077095031738281,-4.898735046386719
124992,138455,920,0.7414121627807617,0.095133364200592,2.0498225688934326
124992,151798,920,-4.326930999755859,-0.4820267856121063,0.0331321880221366
124992,152882,920,-8.694375991821289,-8.105546951293945,-7.631008148193359
124992,249083,920,1.4154365062713623,-8.662975311279297,-6.543445110321045
124992,246364,920,-8.30330753326416,-6.418372631072998,-5.872104167938232
124992,245982,920,-6.94482421875,-4.279235363006592,-4.160765647888184
124992,255501,920,-1.573852300643921,-3.842580318450928,2.177048921585083
66668,63983,916,7.674968719482422,0.1556858122348785,0.8751534819602966
66668,234166,916,-15.27058219909668,-8.029508590698242,0.0709394216537475
66668,206781,916,-15.576162338256836,-6.71237850189209,-6.033561706542969
66668,18672,916,-6.858944892883301,-5.943884372711182,-4.466897487640381
66668,1236,916,-0.1496596336364746,0.2089902609586715,1.000051498413086
66668,236780,916,-5.110288619995117,-6.734371185302734,-3.0896241664886475
66668,197406,916,-8.097295761108398,-7.321322917938232,-5.479629993438721
66668,64653,916,-9.095726013183594,-0.3049707412719726,-6.65726900100708
66668,202159,916,4.607797622680664,-8.682214736938477,-5.051029682159424
66668,255089,916,15.355443954467772,0.6320420503616333,2.05863094329834
66668,254356,916,-14.056159973144531,-5.28041934967041,-6.004194259643555
198784,85386,917,-20.74448013305664,-12.680810928344728,-3.6027815341949463
198784,110309,917,-28.308982849121094,-12.280208587646484,-4.2113871574401855
198784,157170,917,-27.40645408630371,-9.662392616271973,-3.778557062149048
198784,256606,917,-1.865445017814636,-2.497166156768799,3.329606056213379
198784,176909,917,-22.192352294921875,-10.84540557861328,0.3061887919902801
